id,text,generated,fold,preds
03f7c6e9,"dear state senator, i believe that we should abolish the electoral college and just leave up to popular vote. The electoral college should be abolished because it is unfair, and it poses a threat to the U.S constitution.

The electoral college is unfair because it takes away the democratic way of society that our founding fathers set up. In the United States of America we leave it up to the people to vote but if the people of the united states vote someone in an he doesn get to run the country because the electoral college decided differently then we should not be called a democracy. For example in the 2000 election with Al Gore and Gorge W. Bush, the people of the united states voted for Al Gore, but due to the electoral college Bush won the election. in the passage The Indefensible Electoral College it says ""Over 60% of voters would prefer a direct election to the kind we have now."" what does that tell you? more then half of the USA would prefer a people vote instead of both!

furthermore, I believe we should due away with the electoral college because it poses a threat to the U.S constitution. when i say this i mean it is a threat to the citizens of the USA. the people of the united states were thought to vote our president in? but if the majority of voters vote for someone an the other opponent wins then where is the democracy in that? also in the article The Indefensible Electoral College says ""oh what if a state sends two slates of electors to congress? it happened in hawaii in 1960. Luckily, vice president Richard Nixon, who was presiding over the senate, validated only his opponent's electors."" imagin if that happens again an someone doesn notice that? then there will be double slaters an there bound to vote for the same candidate so that will be an easy state to win for that candidate. The electoral college is nothing but problems.

In conclution, The electoral college should be abolished because it is unfair, and it poses a threat to the U.S constitution. You make your conclution based on this Mr.",0,0.0,-1.3154778
04356693,"Transportation has become one of the largest emissions throughout the world, and many do not seem to wonder how beneficial limiting car usage can be. Not only does the release of fossil fuels harm the world, but the stress that comes with having a vehicle is immense. When considering ownership of a vehicle, one must think about the pros and cons of owning one, and realize that the limited pros... are not worth the cons.

Cars, trucks, and buses have many factors in common, but one in particular is hazardous to mother nature... fossil fuels. Fossil fuels are harming our territory, the place where life has been made possible, Earth. At the streak we are going, soon enough us humans, the domain species won't have a home due to the pollutants vehicles release killing the Ozone Layer. We have become accustomed to the abuse of transportation. Even when we are capable of walking or using a bike to a nearby location, we choose to use a vehicle instead of avoiding the damage that is caused. Paris enforced a partial driving ban to clear the air of the city, ""Congestion was down 60 percent in the capital of France, after fivedays of intensifying smog..."" Source 2 states. Their are many ways to distinguish transportation, but one very adequate description is ""a death wish"".

The stress that comes with the ownership of any transporting vehicle surpasses what anyone can bare! The economic standards one needs to posses is difficult. In, Vauban, Germany, one can have a car under the circumstances of paying 40,000 for a parking space, along with your home, source 1 explains. Your car needs to be fed in order to function, and it's food is quite pricey, especially when it hoards gallons of the substance! In addition, one needs to pay for insurance swell! Dangers in streets are not abnormal whatsoever, so the stressfulness that one has behind their back while driving is not enjoyable.",0,0.0,-1.375668
04827a9a,"We live in a world where the only way to get from place to place is to use a car. If we were to limit the amount of car usage all around the world we would be living in a much better place. Imagine how much pollution is going into the air as we use our cars, many people all around the world use their cars to get from their home to work or from work to home. All the pollution that is going into the air is affecting us and the way we live our everyday lives.

In the city of Bogota Columbia they have a ""Car Free Day."" This program is set to spread to other countries in the next few years. During the event of car free day millions of columbians hiked, biked, skated or took buses to work or to their home. This caused the streets of the capital city to devoid all the traffic jams that they normally would have with the cars on the road. You would think the turnout would be extremely small for this event but no it was definitely not a small turnout. The turnout was large, despite gray clouds that occasionally dumped rain showers on Bogota. ""The rain hasnt stopped people from participating,"" said Bogota Mayor Antanas Mockus. The goal is to promote alternative transportation and reduce smog. Imagine if the United states were to have a ""Car free day"" not many people would actually come and be apart of the event due to the fact that having cars is one of the most important things to have living in the United States.

In other countries or cities the people are worried about the air pollution that is going into our atmosphere. In the city of Paris, officials feel the same way about the citizens of there city using there car way to much and polluting the atmosphere. After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city. Not many people agreed with this ban when it started. Almost 4,000 drivers were fined, according to reuters. Twenty Seven people had their cars impounded for their reaction to the fine. Except there are some advantages to this ban, congestion was down 60 percent in the capital of france. But the smog rivaled Bejing, China, which is known as one of the most populated cities in the world. Having rules or banning certain things like a partial driving ban could have a good turnout or a really bad turnout with the citizens of that particular country or city.

However, some people may say that limiting car usage or banning certain things like driving won't help at all. They may state that banning something will make people rebel against it especially if it's with their car, and if that is how they get from place to place. Recent studies suggest that Americans are buying fewer cars, driving less and getting fewer licenses as each year goes by.""Different things are converging which suggest that we are witnessing a longterm curtural shift,"" said Mimi Sheller, a sociology professor at Drexel University. With all these changes, people who stopped car commuting as a result of the recession may find less reason the resume the habit. Poeple in the Untied States have begun to decrease the use of cars in every state which means that everyday our atmosphere becomes less polluted.

Living in a world where cars are everyone's number one priority is horrible. Using a car is one of the main reasons why our earth is extremely polluted. Limiting the amount of car use has it's negative side and it also has it's positive sides. Could you imagine what it would be like to have a nonpolluted earth or living a better life by using bikes, skates or even just walking to places would be like. Limiting car usage would be the best thing anyone could ever do to make the earth a better place.",0,0.0,-1.2960172
04b11e85,"The long list of benefits that comes from limited car usage are mostly based on where you live and how much you do your part. Laws and restrictions have been arriving across the entire world to see the effects of having little or no automobiles in the community. Other countries that have an intense cloud of smog need to ban car use in the millions at a time to help settle down the atmosphere there.

Life without cars today can be very well described in Elisabeth Rosenthal's article In German Suburb, Life Goes On Without Cars. In her article she describes how the community is shaped and condensed in order to make travelling to necessary places easy through walking or bike riding distance. This is the kind of turn around that the world needs as well. With the amount of pollution happening, this is a good experiment that will hopefully spread all over the planet.

The amount of pollution affecting certain cities across the world is getting rather out of hand. In Robert buffer's article Paris bans driving due to smog , he talks about the intense pollution over France's capital, resulting in the partial ban of almost of the amount of cars on the road at once. Those who violated the ban's rules were fined, and thousands of cars were impounded as well due the the reaction of citizens when they received the fine. In paragraph 14 of the article, Duffer states that "" Congestion was down 60 percent in the capital of France , after five days of intensifying smog."" The ban clearly worked, showing that it was indeed the heavy number of vehicles on the road all at once.

Programs all across the world have gotten people in the millions to find other methods of travel that did not cause any pollution. Columbia is a huge example as shown in Andrew Selsky's article Carfree day is spinning into a big hit in Bogota. In the article, Selsky specifies about how millions of Columbians have taken alternative modes of transport, whether it be hiking, biking, or skating as opposed to general driving. Even on account of rain, the citizens found ways to get about without using their cars. This is making Bogota a more human and social place as well, as Selsky states, "" Parks and sports centers have also bloomed throughout the city uneven, pitted sidewalks have been replaced by broad, smooth sidewalks."" This event is happening for the good of the people and of the planet, and it seems like everyone is okay with that.

With the way our world is rapidly changing with a new generation and new technology, we are going to have to adapt from our old habits. Young adults are not seeing the full necessity of buying a vehicle when they can get to where they need to go by other means that are less expensive and less harmful to the environment. The need for everyone to have a car is slowly going down. It may never completely go away, but it is reducing greatly.",0,0.0,-1.3202524
04da0c54,"The system of the Electoral College is a widely argued debate as to if it should be continued or if it should be gotten rid of. The electoral system shouldn't be used as a system of voting, who honestly wants to vote for someone who will vote for you, and if we are truly a state thats votes for its own president then why doesn't the popular vote count as the official vote?

The Electoral College is a system that is rather unfit as a system of the people's voting. When you vote for your president, you're really just voting for who you think should vote for them. The article ""Does the Electoral College Work?"" states, ""...when you vote for your candidate you are actually voting for you candidate's electors."" The Constitution states that we are able to vote for our president, but then what do you call this? This is not an example of what America stands for, and this is certainly not the voting system that is described by our nation's properties. There is another issue with this violation of rights concerning our voting system, it's how the Electoral College votes and how dependable they are. The article ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong."" talks about how you can't control who the electoral you chose vote for. ""Can voters control whom their electors vote for? Not always."" This statement helps prove that the president you may want may not even get you vote. The Electoral College not only takes away your right to assuringly vote for the president of your choice, but it also takes away right personal voting right as an American. Don't let someone else detain your freedom of speech, let you personal voice be heard by the people.

While the Electoral College may seem like a sure fire way to assure that we get a president, that doesn't really mean the majority wants that president. Think about it, we don't always get the president we voted for. Popular vote doesn't really matter, it's like saying you voice doesn't matter to the government. They took away the right as an American they gave you in the first place. Popular vote should replace the Electoral College. There have been instances where the popular vote reined supreme, but the Electoral College didn't agree. In the article, ""The Indefensible Electoral College: Why even the bestlaid defenses of the system are wrong"" it mentions an election where Al Gore lost even though he won the popular vote. ""...according to a Gallup poll in 2000, taken shortly after Al Gorethanks to the quirks of the electoral collegewon the popular vote but lost the presidency..."" This helps show the people that it seems our vote isn't what is truly important, it's only what the Electoral College does that makes a true impact on choosing of president for the next two years. It's even stated in the very same article that, ""...over 60 percent of voters would prefer a direct election to the kind we have now."" If our vote truly matters then why not vote on keeping the Electoral College in play or getting rid of the flawed system once and for all.

The Electoral college is claimed to keep the voting system in line and prevent major mess, however this is not truly the case. There will still be flaws, but this is not the correct way to fix it. Listening strictly to the people's vote is what Amercia was built on and as an American I would like to see a change and let my voice be heard. If I want to vote I will vote, I don't want to vote on someone voting for me.

The Electoral College is unfair, unjust, and unamerican. The system takes away our right to vote for who we want not who we want to vote for us. If you are a true American you will understand why I know this is flawed. The Electoral College is not a proper way to handle our votes it must be a vote decided completely by the people of Amercia.",0,0.0,-1.25087
04effeb0,"Dear Senator, Many people might agree theat we shouldn't have an Electoral College at all, since most of thee time it doesn't seem to work at all since of instead just voting on thee person or candidate you would prefer, you instead vote for a slate of electors instead of thee preferred candidate. This is not thee case, however, and in fact, thee Electoral College does seem to function. It can be proven in two simple reasons on why thee Electoral College still works certainty of outcome and thee simple fact theat it's everyone's president.

Foremost, thee certainty of outcome can easily prove why thee Electoral College still works. If we even do go to a system where we actually vote for popular vote, it would work as well as we do right now withe thee Electoral College, since theere will be more disputes on popular vote thean on thee Electoral College. In Richard A. poster's article on thee defense for thee Electoral College, he states in his first reason on why theeir would be much dispute over popular vote thean on thee Electoral College, and why it's less likely to happen on a Electoral College. He states ""The reason is theat thee winning candidate's share of thee Electoral College invariably exceeds his share of thee popular vote."" It's true, after all theat thee Electoral College's votes exceed over thee popular votes. It could be also said theat even if thee government actually switches to popular vote, we know it would work since it does not exceed how on Electoral College votes go, which can be also seen as a simpler process of voting. On anotheer note, in some cases, theere can be ties between two candidates, as seen in 1992's Election between Nixon and Clinton on thee popular vote. To summarize, thee certainty of outcome is far greater in thee Electoral College ratheer thean thee popular vote due to sheer number of votes in thee Electoral College.

On a second note, thee fact theat thee american people can vote enough theat it's everyone's president is anotheer reason on why thee Electoral college does work. The Electoral College works by havng thee winner win transregionally ratheer thean just focus on just on region theat just favors theem and only theem. So instead of one region getting thee candidate theat prefers and focuses on only theem, everyone can have a candidate theat will focus largely on thee nation's issues ratheer thean just a specific part ot thee country. For example, let's say theat thee largest population of people in a regon in thee United States is thee southe not saying it is or isn't, it's just an example. The southe is mainly republican, so theey will only vote for a republican theat will focus majorly on thee southe. It is unfair for thee rest of thee regions, such as thee Northeeast, Middle, Pacific, and otheer regions of thee United States, since theey are mainly democratic not really, it is used as an example who would want focus on theeir region as well, too. In Bradford plumber's article on why thee Electoral College should be gone, he states theat thee electoral college is unfair to voters, since most candidates did not botheer withe thee states theey know theey have no chance of winning at all. There could be an easy counter argument against theis, since theose states have probably already made up theeir minds on who to vote for, like a democratic candidate visiting Texas where it's mainly republican, theey know who Texas is going to vote for, theere is no use in trying to convince theem when theey have already made up theeir minds, same goes if a republican candidate tries to convince thee democratic California, theey already know theere is no use in reasoning and convincing when someone has already made up theeir mind. Also, someone can easily counterattack most of thee arguments brought up in the plumber's article, since theis was written before thee 2004 election, and it has been a decade already, plenty of theings could've changed during thee course if ten years in politics. In order to make a greater argument against thee electoral college, one must have an updated list of facts in order to back it up, as certain theings could've changed during a certain course of a decade. During thee course of a decade, we seen how affective thee electoral college was during thee 2004 elections people who disagreed during thee 2004 elections and also agree theat thee electoral college doesn't work at all have to see thee events theat transpired before thee 2004 elections and thee promises made before it also, thee 2008 elections again, if thee people disagreed on how thee electoral college worked at theat time, you would need to look at how people saw change during theat time and thee amount of younger citizens voting at theat time, and thee 2012 elections as well also again, if disagreeing withe thee electoral college is reasonable at theat time, you would need to look at how people reacted at theat time and how different events before thee election affected thee outcome. In a final note, thee electoral college is thee vote on thee people's president is true, and witheholds it since it can focus on ratheer thean on one specific region, but thee nation as a whole.

In summarization, thee electoral college should be kept due to thee simple reasoning of certainty of outcome and thee voting on thee people's president. The reasoning of certainty of outcome can be applied here is due to thee simple fact theat thee votes for thee electoral college are far more greater thean thee votes for popular vote, same goes to thee voting on thee people's president, since it focuses on thee entire nation ratheer theat just one region of thee country. Senator, we should be able to keep our electoral college, as it proves effective during thee recent elections, and can certainly prove itself useful and reliable during thee next elections to come.",0,0.0,-1.3815358
05072d8e,"In the old world, people didn have car's, they did everything on foot. They got food, ran errands, and just to get out of the house with the family. So how come now adays people are so dependent on their car's. Places around the world are implementing rules or laws now to stop people from abusing the car.

Since the car was invented it has always had the same issue, not the engine or the interior, but the environmental issue. And now that people around the world are realizing that, they have created rules and laws to ban or reduce the usage of cars. A community in Germany called Vauban have given up their car's to help the environment, and people love it. ""When I had a car I was always tense. I'm much happier this way,"" said Heidrun Walter, a mother of two.

Paris ""The Love City"" in France has Banned cars because of the high amount of smog it creates. After the law was placed, only after five days, congestion was down 60 percent.

Paris has the most smog compared to any other European capitals, they had to do this or the smog would take over the city. And since the ban has been posted, smog has been clearing and is now much more limited in the area.

Major cities like New York were built in a narrow way, so its more congested when too many people are driving, and the buildings are much closer together so its more continent to walk or bike to places rather than drive. New York has implemented a new bikesharing program, and it is a hit. And around the nation a similar program is the carsharing program. It encourages people about car pulling, it is when multiple people go to work or school in the same car, it puts less cars on the road and has plentiful benefits. Like less carbon dioxide in the air, less traffic, and saves on gas money.

Bill Ford, an executive chairman of the Ford Motor Company, pitched a plan to live in a world that owning a personal car was impractical. He proposed to partnering with telecommunications industry to make a city or many where the ""pedestrians, bicycle, private cars, commercial and public transportation traffic are woven into a connected network to save time, conserve resources, lower emission and improve safety."" Banning cars around the world isn't a solution because they are more continent than taking a train or walking, but their needs to be a cut down on the amount we use a car, we abuse it. Eventually all the greenhouse gases might end up destroying the planet we live on. But their are solutions, implementing a world day were we dont use cars would help tremendusly, their are other means of getting around other than car. For example Biking is a great form of excersice and will get you to were you need to be faster than walking, while getting in shape at the same time.",0,0.0,-1.2915833
05615b6c,".

The Electoral College is a very controversial topic when it comes to electing a president. Many people think it's a system that works fine, while others think it's a complete disaster. When it comes down to it, the Electoral College is a compromise between electing a president through congress and electing president by popular vote. In the past the Electoral College has caused problems in presidential elections and it can easily cause more problems that are much more severe than what we've seen in the past. America is all about democracy, so why don't the citizens get complete control by being able to elect their president directly? It's about time that the government finds a system that works better and gets rid of the Electoral College once and for all.

The electoral College has many flaws, a major one being that voters don't actually vote for their president, they vote for electors, and the electors are the ones who elect the president. You may ask yourself, ""What's wrong with this? One way or another we're still choosing the candidate we want."" While that is somewhat true, the system has many kinks that need to be fixed causing errors in the process. One example of this is the ""winner takes all"" rule. An excerpt from ""The Indefensible Electoral College"" says ""... the electoral college is unfair to voters. because of the winner take all system in each state, candidates don't spend time in states they know they have no chance of winning, focusing only on the tight races in the ""swing"" states"". At a basic level, this means candidates will only focus on some states, and giving up on others. In fact, the same article also says ""During the 2000 campaign 17 states didn't see the candidates at all..."" The facts prove it it, the Electoral College is a flawed, and unfair system, and it needs to be dealt with.

Another huge problem with the Electoral College is called ""the disaster factor"". According to Bradford Plumer, "" The American poeple should consider themselves lucky that the 2000 fiasco was the biggest election crisis in a century the system allows for much worse."" Plumer then explains how in Louisiana the legislature almost replaced the democratic candidates with some who opposed John F. Kennedy so that the popular vote wouldn't go to him, but rather someone else. This is a fine example of how corrupt this system can become if someone actually manages to pull something like this off. Other problems like a state sending two slates of electors to congress, or a tie in the electoral vote can happen, and there are some solutions to these problems, but why even go through them when a new system can be created altogether?

People like Richard A. Posner argue that we should keep the Electoral college. Posner believes that the Electoral College balances the weight between big and small states. The Electoral College gives big states less electoral votes and smaller states more to balance things out. I don't see this as balancing anything. Now the smaller states have an advantage over the bigger states, so you still have the same problem you began with. Posner also argues that voters in toss up states are more likely to pay attention to campaigns, but Plumer clearly contradicts this in his article. He states ""... seventeen states didn't see the campaign at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't see a single campaign ad."" The proof is irrefutable, the Electoral College has it's loop holes which seem fairly easy to get through. The system is outdated, it's time for a new system to take its spot.

I stand my ground when I say the Electoral College should ber abolished. The people should have full control over the election of our president, and even if that's not possible, the system is very corrupt. While some still agrue that the Electoral College is working fine, the proof shows it isn't. It either needs to be renewed or replaced altogether.",0,0.0,-1.3065469
05665390,"Dear Florida State Senator, Although many could argue that the Electoral College is a fair system of deciding the president, far too many people consider it nondemocratic and inefficient for it it continue being our way of electing our leader. A new system of election must be created to make up for the pitfalls that are inevitable in the Electoral College. A country that is supposed to be a democracy does not have the voting system that such a proud democracy deserves.

Defenders of the College may say that the possibility of a tie is very low or that the electors chosen are confirmed not to betray the wants of the voters, but just because the possibility is low does not mean you can simply allow the flaws in the voting system to exist. A small hole in a fabric can only grow bigger, and the same goes for our electoral college. If we can't repair or replace the fabric that is our Electoral College, soon there will be problems too big for us to deal with in our current state. The electoral voters may keep the public in mind for now, but there have already been cases where electoral voters put their own wants ahead of the public.

One thing that the Electoral College does not promote is the power in the hands of the people. Although people can vote for whatever candidate they want, the elector is the real deciding hand in the process of picking our president. If one wanted to, an elector can completely disregard the decision of the voters and choose who they want. Considering the ratio of electors in some states to people, it seems completely nondemocratic for the votes of some to be more important than the wants of the common people. Some start to feel that they shouldn't vote because their one vote wouldn't have the power to change anything, and wouldn't even ensure the election of the president they want. Another thing that lowers the morale is the absence of candidates in states that can't be won very easily. If a candidate is pretty sure he can't win over a state, he won't visit it because it wouldn't be worth his time. He also wil prioritize large states over small ones because they have more electoral votes. All of these can make a state or person feel as if the election isn't really in their hands, and when people feel like their vote doesn't matter, they don't vote.

Besides the power it takes away from the common man, some could say that the system itself is very inefficient compared to what it could be. Even though it has a very low possibility, the fact is that a tie is possible due to the electoral college having an even number of votes. It would then go to the House of Representatives, who might not even have the want of the people in mind. Since most of the time Congress has a party that makes up a majority of it, it would be very unfair to allow them to pick the president. It's also possible that even if a majority of the people vote for a president, the electoral votes elect the other candidate instead, like what happened to Al Gore in 2000. An election like this just has too many holes and pitfalls to be efficient. The holes need to be repaired before we can actually use this as our primary way to select a president, or else we're setting ourselves up to have problems in the future.

The Electoral College may be functional, but is largely inefficient and is not in the best interest of the common people. The vote for a candidate is not even in the hands in the people, but rather a minority of chosen electors. In a country that prides itself on the power the people have, and the control they have on how their country is run, the people have surprisingly less influence than you would think. We as a people need to speak up against the overrated system that is the Electoral College, and develop a system that fits the needs of a true democracy like America should be.",0,0.0,-1.2821579
059c1332,"Thousands of people around the world use cars. It's an allaround good mode of transportation. Unfortunately, the fumes that cars emit are harmful for the environment. There are ways to limit car usage. Limiting car usage has many benefits such us the decrease in greenhouse house gas, the decrease in smog, and resources are conserved.

First off, reducing the usage of cars can cut the amount of greenhouse gas produced dramatically. One can easily cut down on car usage by using other means of transportation such as : riding bike, riding the train, and plain walking. Greenhouse gas emissions are very harmful and are mostly caused by car emissions. Around fifty percent of passenger cars are responsible for these gasses source 1. If we limit car usage we can promote a healthier environment.

Additionally, reducing car usage also cuts down smog. Smog is another deadly gas that isnt just dangerous to the environment, but also to us. Smog is polluted air which can cause sickness. Many cities around the world are increasing in smog due to the overusage of cars. For example Paris almost broke the record for polluted air, which is held by China, one of the most polluted cities in the world source 2. If we reduce the usage of cars, we promote cleaner air for ourselves. Just by limiting the car usage for five days in Paris, the smog went down sixty percent source 2. The advantage of limiting car usage would be cleaner air.

Finally, limiting car usage is beneficial because it conserves resources. If we dont rely on cars, we could make cities more compact source 1. Therefore reducing the amount of land destroyed to build malls, highways, and houses. This would save tons of resources that were going to be used on building and natural resources source 4. Limiting car usage would improve life all around.

All in all, the limit on car usage would benefit the environment, it would benefit our health, and it would aid the conservation of resources.",0,0.0,-1.3126447
062d11db,"Although numerous amounts of people want to banish the Electoral College, there are more rights than wrongs about it. The Electoral College is in the Constitution for an enormous reason it is a compromise between election of the President by a vote in Congress and popular vote of qualified citizens. This process allows for the people of the nation to have a say and for the elected people of each state to speak even louder for their state. The Electoral College is despised, yet it is the smartest way on how to elect the President.

The Electoral College requires for a president to have transregional appeal. For example, rodney was a solid favorite in the South, but he cannot win with only the votes from the South because no region has enough electoral votes to elect a president. While rodney did not have to campaign much for the South, he had to campaign very heavily in the North to increase his chances of election in those states. This is an amazing result because the people want a president that is liked throughout the nation, so while he is president he can be a hugely successful one. candidates mainly focus on swing states, and dont have a lot of time for states they know they are going to win or lose however, voters in swing states are more likely to pay close attention to the campaign knowing they are the ones to decide the election. These voters in swing states are averagely the most thoughtful voters, and the most thoughtful voters should be the ones to decide the election.

Furthermore, the Electoral College should be kept because it almost always goes in favor of the people. Even though in the 2000 election Al Gore got the popular vote but George W. Busch won the electoral votes, that has not happened since 1888! The party selects a slate of electors trusted to vote for the party's nominee and that trust is rarely betrayed. Many people want to change the election for the President to popular vote, but it would be more likely to have a dispute over the popular vote than in the electoral college. Also, there could be a tie in the nationwide electoral vote because the total number of votes is an even number, but it is tremendously unlikely given that there has never been a tie. Also, the Electoral College avoids the problem of elections in which no canidate receives a majority of the voter's cast.

The Electoral College can be argued to repel potential voters for a canidate who has no hope of carrying their state, for example, republicans in California on the other hand, every voter's vote plays a big part to their state's electoral vote. Voters in presidential elections are people who want to express a political preference rather than people who think that a single vote may decide an election. The Electoral College has worked for more than a century and will keep on working if the people of the nation agree to work with it.",0,0.0,-1.3087096
06830415,"There are many different things that you could do to help out the ecosystem, and reducing your car use is certainly one of them. A study conducted in Europe shows that 12% of greenhouse gas emissions are the result of passenger car overuse. But of course as humans we are bound to resist and not give up things that make our lives easier. Yet there are many alternatives to not driving a car, for example car pool, have family members pick you up, buses, trains, taxis, bikes, etc. As you can see is not a matter of lack of alternatives but a lack of interest in helping out nature and everything that it helps support.

A very important way in which car usage affects our lives is pollution, many places around the world are trying to impose taxes and fines in order to keep people from overrelying on their cars. ""After days of nearrecord pollution, Paris enforced a partial driving ban to clear the air of the global city"", things like this are quite obviously why the ecosystem is not at it's worst yet. One of the most polluted cities in the world Beijing competition for Paris until law enforcers stepped in to resolve the issue. Another city fighting pollution caused by car use is Bogota, who has once again banned it's over 7.2 million population from using their cars on the ""Day Without Cars"" event. The Day Without Cars is an event that if not followed could be penalize citizens most likely monetary fines of around 25 dollars, although some were even arrested for not complying with this method. Described by Andrew Selsky as a ""program set to spread to other countries, millions of Colombians hiked, biked, skated, or took buses to work during this car free day"". Not only is this helping out the rest of the world is bringing people closer as more people go to parks, sport centers and spend time together.

With more bans and restrictions on car usage of course the car usage is destined to decrease but although it might sound terrible it could actually lead to healthier lives. With less cars on the road the air you are breathing will be more pure and healthy and less polluted. More people will have to walk which will decrease heart problems, obesity and other diseases all over the world. If people don't buy cars then companies like Ford, Toyota, Honda and more will make less money and some might run out of business but that will not happen since most people are not ready to make a commitment such as giving up your car. But if cars are not being purchased then they will stop being produced which can lead to a better economy since the government won't be spending billions on gas, diesel and such. Apparently the amount of miles driven by a person yearly has decreased over the last couple of years which has led sociologists to believe that if this pattern persists it will have many beneficial implications for the environment, even though it could have negative implications for car industries as i stated before.

Car usage will decrease since people are driving less and less every year and young people are buying less cars according to a study in 2013 that found that ""driving by young people decreased 23% between 2001 and 2009"". Even though many experts can't be sure yet, the drop in sales and decrease in usage has led many to believe that the U.S. has already peaked in miles driven and possibly car sales. There is no accurate way of predicting whether this will bring completely positive or completely negative consequences. President Obama's ambitious goals to change the greenhouse gas emissions has proven to shift or change the way people act as recent studies show that ""Americans are buying fewer cars, driving less and getting fewer licenses as each year goes by"".",0,0.0,-1.2626233
06a1ad90,"Dear Senator, The Electoral College as controversial as it is can be a very simple choice to either keep it as it is, or to change the voting process to a popular vote process that in which the people vote directly for the President of their choosing. I believe that you should consider changing the Electoral College to a Popular vote voting process for reasons such as, the fact that only ""one half of Americans are voting"" because they do not believe that their vote will count in states such as California and Texas because the voters do not believe that the candidate will carry their state anywhereIn Defense of the Electoral College section 23. Another reason is because of the winnertakeall system the candidates will not campaign as much in states they think they will win over without going there and they focus on the ""swing states"" instead.

Senator, one of the reasons that I believe you should consider changing to the Popular Vote process is because ""only one half of the eligible American population voted in the 2012 election""In Defense of the Electoral College section 23 for reasons I believe is that they do not think that the candidate running will go somewhere with their state and the fact that they do not think their votes will actually count towards the President that they would like to win. Also the fact that segreagationists will try and corrupt the voting process in the Electoral College, i. e. When John F. Kennedy was running for President segregationists tried to replace Democratic Electors with other electors to try and go against Kennedy therefore giving the opponent the upper handThe Indefensible Electoral College Section 11.

Senator, on the contrary I would understand why you would like to keep the Electoral College because of it being a set compromise that the founding fathers created, making voting equal by letting ""qualified citizens in congress"" have the last word into the decision What is the Electoral College Section 1. In a way I see how you would think that the Electoral College is a fair system because the people are still choosing somewhat who the Electoral College elects and the fact that anachronism is a factor that plays into the Electoral College greatlyIn Defense of the Electoral College Section 15. The Electors elected should be trusted truthful people and they are to vote for the nominee in honest fact of who got the most electoral votesIn Defense of the Electoral College Section 16 but sometimes even if the electoral votes are calculated and are higher the popular vote could be higher than the electoral vote even if its a rare occuranceIn Defense of the Electoral College Section 16.

Senator, as you see both sides of this controversy you could also see that the Winnertakeall method is all in all unfair. In the winnertakeall method the candidates that are in the election will take more time to go to the bigger states and try and have ads for their campaign posted in there and not in the littler states they believe they will win without campaigning there. The candidates will focus even more on the ""swing states"" because they believe they will have more luck in those states than the other smaller states. ""Seventeen states didn't see the candidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't see a single campaign ad""What is wrong with the Electoral College Section 13 this fact goes to show that the candidates would rather focus more on the larger states and ""swing states"" than go to the smaller states this makes those smaller states less encouraged to vote because the candidates don't even bother to come to them to campaign.

Senator, in the end I strongly believe that you should think about changing the Electoral College to a Popular Vote process because it will give the voters an incentive for them to vote, for them to decide who wins and who will run their state or country. Power to the People has always been a great thought to keep running around in your brain for me.",0,0.0,-1.3152127
