id,MLM,HLM
TEST_218,71.45325,75.35528
TEST_219,36.310555,48.44477
TEST_220,18.089863,38.267925
TEST_221,36.740353,61.52074
TEST_222,9.590298,13.816288
TEST_223,64.61037,72.15914
TEST_224,51.101627,65.700066
TEST_225,41.583916,55.045082
TEST_226,17.578695,30.298237
TEST_227,13.690079,27.421635
TEST_228,39.7399,60.35648
TEST_229,15.464258,20.90174
TEST_230,11.152681,15.451708
TEST_231,39.214504,51.605106
TEST_232,28.027046,40.509933
TEST_233,23.51646,34.70325
TEST_234,14.653961,27.266203
TEST_235,48.990692,60.782333
TEST_236,19.109499,30.154865
TEST_237,28.312298,47.420578
TEST_238,25.720627,43.355328
TEST_239,49.060955,66.22582
TEST_240,42.386654,60.504223
TEST_241,55.50638,71.390305
TEST_242,65.204346,75.08395
TEST_243,27.264679,41.43994
TEST_244,50.174164,60.306755
TEST_245,64.09775,76.88138
TEST_246,91.3257,99.83863
TEST_247,27.703419,48.31292
TEST_248,39.57645,64.89577
TEST_249,53.616676,68.720085
TEST_250,84.873535,87.90973
TEST_251,21.884212,33.526955
TEST_252,84.81436,99.97262
TEST_253,29.551004,48.77829
TEST_254,93.25452,99.6449
TEST_255,38.191113,62.04907
TEST_256,63.39104,77.89233
TEST_257,69.72218,85.364456
TEST_258,39.830433,47.47582
TEST_259,69.259125,79.07303
TEST_260,50.7149,58.12537
TEST_261,85.68541,92.88442
TEST_262,27.126577,38.75834
TEST_263,23.43082,32.8757
TEST_264,16.018013,30.653057
TEST_265,27.692701,41.530735
TEST_266,27.538486,45.765102
TEST_267,51.054165,69.94787
TEST_268,58.505653,74.498314
TEST_269,12.678232,17.92256
TEST_270,79.71515,85.93602
TEST_271,53.187313,63.049786
TEST_272,47.38855,56.60051
TEST_273,45.907623,65.01419
TEST_274,21.36837,32.681686
TEST_275,18.979094,36.703888
TEST_276,42.588486,54.666225
TEST_277,44.881615,59.425247
TEST_278,33.826557,44.33239
TEST_279,34.24283,55.17267
TEST_280,24.978924,37.316013
TEST_281,11.804341,16.6894
TEST_282,26.60292,38.758003
TEST_283,73.07811,81.9464
TEST_284,43.555088,51.905514
TEST_285,64.59743,84.88869
TEST_286,94.7831,99.98177
TEST_287,75.52223,89.313416
TEST_288,44.765152,62.409214
TEST_289,40.854374,54.43495
TEST_290,22.188667,31.137693
TEST_291,37.320328,50.17923
TEST_292,35.657482,49.264675
TEST_293,35.281597,44.843983
TEST_294,75.182816,89.13978
TEST_295,33.840965,46.01246
TEST_296,22.334091,29.660276
TEST_297,33.35027,53.52657
TEST_298,46.037807,61.879257
TEST_299,34.30471,55.592503
TEST_300,42.52689,64.072365
TEST_301,94.66188,99.32654
TEST_302,53.749672,64.174446
TEST_303,35.668137,48.851562
TEST_304,27.056738,51.070293
TEST_305,12.056967,17.43666
TEST_306,59.935192,73.23595
TEST_307,13.6616535,29.255495
TEST_308,30.354767,41.332993
TEST_309,36.11768,51.039715
TEST_310,50.557285,70.13431
TEST_311,62.44765,75.86464
TEST_312,22.75547,32.391857
TEST_313,34.83631,47.53924
TEST_314,20.9349,44.960777
TEST_315,49.582,73.06989
TEST_316,20.29099,36.63221
TEST_317,44.52451,60.09168
TEST_318,45.113804,58.956062
TEST_319,65.62774,71.64848
TEST_320,34.469536,45.907394
TEST_321,40.742466,60.589455
TEST_322,52.12735,62.238533
TEST_323,26.219063,44.381912
TEST_324,36.528164,54.604874
TEST_325,34.27119,44.194603
TEST_326,35.448765,56.59672
TEST_327,85.789246,100.02018
TEST_328,93.202774,98.57199
TEST_329,22.197922,31.849325
TEST_330,75.5293,82.559975
TEST_331,19.489008,41.107655
TEST_332,40.431187,52.506752
TEST_333,29.150324,42.61487
TEST_334,81.25275,87.66216
TEST_335,16.033995,26.478956
TEST_336,20.869745,30.205431
TEST_337,49.62189,68.55639
TEST_338,48.110085,56.92244
TEST_339,7.48244,9.104797
TEST_340,12.441197,22.28254
TEST_341,71.04538,87.13972
TEST_342,47.362736,66.03798
TEST_343,45.549385,62.814224
TEST_344,33.472355,48.65183
TEST_345,26.993519,46.87739
TEST_346,17.634924,37.128883
TEST_347,60.148945,66.27628
TEST_348,9.036865,19.575624
TEST_349,50.651188,64.19858
TEST_350,10.090698,21.665508
TEST_351,19.63936,39.094456
TEST_352,16.88179,24.930777
TEST_353,30.94413,49.791225
TEST_354,55.05225,69.674904
TEST_355,14.253801,27.322832
TEST_356,83.90199,96.04742
TEST_357,20.841791,34.443584
TEST_358,25.355446,36.20133
TEST_359,44.67979,62.33599
TEST_360,24.653254,42.10258
TEST_361,16.854166,23.133417
TEST_362,60.27412,75.63978
TEST_363,39.546665,51.346294
TEST_364,37.953384,51.308464
TEST_365,51.024048,65.147644
TEST_366,4.515311,9.930235
TEST_367,41.48042,56.268673
TEST_368,51.8596,67.51056
TEST_369,74.235825,86.26158
TEST_370,31.898857,54.135777
TEST_371,76.746414,85.255104
TEST_372,61.82634,73.25359
TEST_373,12.130457,23.745813
TEST_374,27.315168,52.119865
TEST_375,88.508545,100.06892
TEST_376,11.303096,15.252512
TEST_377,39.935406,52.59108
TEST_378,26.16454,36.415028
TEST_379,39.623707,53.298607
TEST_380,19.648165,38.26069
TEST_381,33.797215,43.88401
TEST_382,79.60797,92.02877
TEST_383,19.382868,35.62317
TEST_384,55.416477,68.16225
TEST_385,56.566822,73.355515
TEST_386,31.970997,48.026073
TEST_387,50.459312,58.658627
TEST_388,28.25068,39.31546
TEST_389,15.631557,30.672588
TEST_390,62.65034,74.47447
TEST_391,14.165658,22.942604
TEST_392,31.375937,35.57902
TEST_393,41.49553,61.410507
TEST_394,24.769829,45.534912
TEST_395,51.55301,56.182972
TEST_396,49.565784,60.78531
TEST_397,36.817677,54.92546
TEST_398,34.67239,47.570595
TEST_399,53.03737,70.36691
TEST_400,53.653492,61.961792
TEST_401,56.38875,70.39637
TEST_402,47.450634,55.948578
TEST_403,48.31277,57.38661
TEST_404,39.208286,46.962116
TEST_405,62.073296,77.52999
TEST_406,52.08041,72.70033
TEST_407,38.963356,58.28498
TEST_408,61.88079,72.33468
TEST_409,42.40211,54.47584
TEST_410,65.649445,71.258804
TEST_411,13.379218,27.359428
TEST_412,59.832577,70.612724
TEST_413,29.902405,48.66601
TEST_414,63.102814,79.72868
TEST_415,26.309895,50.179516
TEST_416,77.24475,87.33954
TEST_417,31.734638,50.949203
TEST_418,64.804245,77.37874
TEST_419,34.01625,52.440144
TEST_420,20.23972,35.3559
TEST_421,53.909595,72.40121
TEST_422,32.714138,44.154438
TEST_423,44.95013,58.051117
TEST_424,39.06081,53.16464
TEST_425,42.31005,60.760216
TEST_426,54.516197,70.1382
TEST_427,22.799091,32.685356
TEST_428,66.233795,82.00597
TEST_429,40.93942,52.1148
TEST_430,81.258224,96.138794
TEST_431,62.17782,69.87307
TEST_432,44.115356,53.732807
TEST_433,74.66611,85.2546
TEST_434,13.550203,22.446455
TEST_435,79.75302,83.992
TEST_436,18.174236,37.717262
TEST_437,65.4069,80.2375
TEST_438,40.45601,59.737892
TEST_439,11.63834,24.362057
TEST_440,59.39116,75.945435
TEST_441,38.661514,58.534733
TEST_442,27.667263,46.028706
TEST_443,31.324738,42.527767
TEST_444,38.584343,59.41111
TEST_445,54.815422,66.491325
TEST_446,18.89556,28.700556
TEST_447,49.588226,70.02645
TEST_448,10.5820875,26.47643
TEST_449,11.2219305,24.505354
TEST_450,54.107174,68.75497
TEST_451,16.6651,35.504925
TEST_452,6.465589,8.910888
TEST_453,60.9488,76.63912
TEST_454,55.71202,67.920494
TEST_455,46.068913,60.298634
TEST_456,14.793132,25.663755
TEST_457,8.527802,21.443848
TEST_458,13.4631,19.327854
TEST_459,21.08102,35.997227
TEST_460,7.0957737,8.846295
TEST_461,70.060104,79.72014
TEST_462,21.428236,29.392782
TEST_463,15.302147,30.518213
TEST_464,63.99114,68.8855
TEST_465,31.971203,44.82766
TEST_466,26.351482,36.887302
TEST_467,63.616207,75.18537
TEST_468,77.05478,86.237236
TEST_469,44.674397,61.40457
TEST_470,70.79056,84.83698
TEST_471,37.801994,48.288536
TEST_472,20.077333,39.759956
TEST_473,14.827177,30.842031
TEST_474,57.24189,70.81672
TEST_475,52.53433,67.76059
TEST_476,34.41896,56.85691
TEST_477,9.90188,15.903912
TEST_478,10.862915,31.478182
TEST_479,75.83479,86.151276
TEST_480,37.655457,53.655228
TEST_481,59.78774,71.98442
TEST_482,24.084667,55.302803
