id,MLM,HLM
TEST_358,35.84044,51.34753
TEST_359,36.976036,58.240498
TEST_360,21.065685,40.720066
TEST_361,20.1125,27.165316
TEST_362,51.39516,68.33806
TEST_363,35.614685,52.701836
TEST_364,30.79494,50.833134
TEST_365,54.421738,71.44711
TEST_366,18.957998,20.943542
TEST_367,35.40885,54.10957
TEST_368,56.45921,74.046196
TEST_369,68.5226,78.36999
TEST_370,29.1795,50.49441
TEST_371,57.7051,70.14079
TEST_372,64.73326,77.30894
TEST_373,15.135794,28.26929
TEST_374,27.993576,50.46531
TEST_375,77.7845,81.4305
TEST_376,15.624811,25.495562
TEST_377,41.92162,60.993767
TEST_378,29.14777,43.6207
TEST_379,27.970041,43.9675
TEST_380,32.257744,53.872738
TEST_381,22.894562,38.78071
TEST_382,65.92879,76.137535
TEST_383,14.595503,28.793156
TEST_384,42.481026,60.56657
TEST_385,48.76729,66.25055
TEST_386,26.728775,45.35011
TEST_387,70.43519,73.845825
TEST_388,14.911614,18.647732
TEST_389,6.919055,16.873018
TEST_390,65.06557,76.63881
TEST_391,15.268237,23.218115
TEST_392,44.349518,52.54452
TEST_393,48.87466,68.10703
TEST_394,23.192421,39.28148
TEST_395,60.10443,67.15463
TEST_396,61.293472,77.72207
TEST_397,27.307652,47.825462
TEST_398,27.419529,39.712334
TEST_399,65.64858,80.74052
TEST_400,50.94872,66.921646
TEST_401,49.70542,62.5946
TEST_402,39.019245,48.720387
TEST_403,54.98245,66.984344
TEST_404,54.268253,65.7076
TEST_405,45.89086,63.656776
TEST_406,31.895075,51.904697
TEST_407,29.909199,46.472797
TEST_408,57.541023,68.61097
TEST_409,37.442753,55.08199
TEST_410,71.60467,76.813896
TEST_411,17.178318,32.251907
TEST_412,65.33495,76.686104
TEST_413,24.816914,43.581623
TEST_414,62.09556,78.07254
TEST_415,18.579828,35.66255
TEST_416,63.72953,77.364845
TEST_417,31.958025,52.759605
TEST_418,66.5432,80.183586
TEST_419,36.068806,58.551537
TEST_420,15.466252,32.07159
TEST_421,49.20718,66.4341
TEST_422,29.508263,45.10015
TEST_423,48.412663,64.9094
TEST_424,36.255497,53.57797
TEST_425,43.232937,59.894344
TEST_426,43.132504,63.230934
TEST_427,20.142712,34.235855
TEST_428,52.311127,69.22229
TEST_429,44.605137,59.198658
TEST_430,72.76118,81.23
TEST_431,61.213196,71.76799
TEST_432,51.339878,61.814766
TEST_433,69.34747,76.97436
TEST_434,11.181091,21.331987
TEST_435,65.67938,72.58896
TEST_436,21.45468,42.88592
TEST_437,60.210415,72.83181
TEST_438,45.266743,64.37858
TEST_439,22.626379,34.00054
TEST_440,49.145294,68.216515
TEST_441,37.456196,57.88289
TEST_442,38.572,55.25336
TEST_443,20.325323,34.793865
TEST_444,39.799522,58.73424
TEST_445,49.340553,66.205
TEST_446,20.710857,34.46391
TEST_447,56.15792,75.08553
TEST_448,14.013929,29.459665
TEST_449,15.363838,30.138838
TEST_450,48.968937,67.31739
TEST_451,20.671783,38.78459
TEST_452,16.511354,25.857628
TEST_453,61.805714,78.62219
TEST_454,50.43071,68.81029
TEST_455,51.782837,68.2466
TEST_456,15.392898,29.556738
TEST_457,16.651752,27.600338
TEST_458,19.911364,31.133904
TEST_459,15.204284,32.8197
TEST_460,22.598171,32.391888
TEST_461,68.62499,78.06812
TEST_462,21.49859,31.180122
TEST_463,12.670134,27.525967
TEST_464,60.576843,67.85452
TEST_465,23.80512,39.71108
TEST_466,16.415482,20.04083
TEST_467,60.275654,72.812195
TEST_468,71.37135,77.49567
TEST_469,37.339676,55.906296
TEST_470,66.94549,81.30319
TEST_471,39.6852,50.015556
TEST_472,15.361947,31.672262
TEST_473,15.296874,33.285366
TEST_474,54.89351,69.69232
TEST_475,52.45554,67.03942
TEST_476,26.952217,47.956825
TEST_477,16.874924,25.487757
TEST_478,9.971443,23.927225
TEST_479,67.69826,74.38168
TEST_480,33.474922,50.020653
TEST_481,67.695244,82.40193
TEST_482,25.295921,48.090195
