id,MLM,HLM
TEST_327,79.51364,91.21609
TEST_328,73.73055,80.38832
TEST_329,33.126568,43.028023
TEST_330,68.678764,76.94282
TEST_331,18.228477,39.21732
TEST_332,23.430906,46.31888
TEST_333,26.724045,47.830242
TEST_334,62.76766,76.70068
TEST_335,27.241821,37.973095
TEST_336,27.001974,27.422846
TEST_337,52.356846,77.606186
TEST_338,54.78754,66.96451
TEST_339,10.244522,13.005539
TEST_340,15.626813,34.52788
TEST_341,66.67256,87.23585
TEST_342,40.030212,62.65786
TEST_343,41.64336,66.5325
TEST_344,32.280685,50.799232
TEST_345,26.830755,45.122116
TEST_346,20.887028,44.249153
TEST_347,63.893845,75.813225
TEST_348,13.1311245,27.684652
TEST_349,41.972336,64.11649
TEST_350,19.080246,34.949486
TEST_351,22.105309,41.86914
TEST_352,15.101494,24.54904
TEST_353,36.19345,57.210712
TEST_354,46.79907,71.91602
TEST_355,24.655115,34.502296
TEST_356,75.048035,90.38903
TEST_357,18.241877,35.8081
TEST_358,30.617151,49.575706
TEST_359,41.086887,64.804405
TEST_360,25.329994,49.864464
TEST_361,18.783401,25.527845
TEST_362,53.79906,73.57309
TEST_363,34.817192,55.179054
TEST_364,23.438765,41.668667
TEST_365,49.79315,68.32311
TEST_366,22.318785,20.579994
TEST_367,29.15252,49.81113
TEST_368,57.99249,79.43432
TEST_369,74.29892,86.35546
TEST_370,29.805641,53.130123
TEST_371,60.7342,77.33091
TEST_372,56.511974,73.46412
TEST_373,20.885792,38.78922
TEST_374,33.968277,58.76268
TEST_375,80.473366,91.44763
TEST_376,20.74488,32.468277
TEST_377,37.319664,57.455536
TEST_378,34.638573,49.733513
TEST_379,32.263607,52.903286
TEST_380,27.328249,49.77284
TEST_381,32.91935,51.45712
TEST_382,72.08388,88.15181
TEST_383,20.680122,38.915173
TEST_384,46.798622,70.20667
TEST_385,45.793896,68.32209
TEST_386,29.245485,49.331944
TEST_387,65.228455,74.18022
TEST_388,24.510511,28.241058
TEST_389,12.07192,25.21111
TEST_390,56.73407,71.62503
TEST_391,20.38412,30.45275
TEST_392,35.21052,45.520878
TEST_393,40.207092,60.56679
TEST_394,25.26465,41.456535
TEST_395,47.14691,59.835854
TEST_396,56.401073,74.19523
TEST_397,28.175226,52.631126
TEST_398,33.349422,41.92339
TEST_399,60.05687,79.519714
TEST_400,58.86532,75.09284
TEST_401,52.57762,66.4936
TEST_402,50.050343,59.704224
TEST_403,48.833458,61.974102
TEST_404,43.237396,54.61414
TEST_405,39.18688,60.40896
TEST_406,32.11487,54.67485
TEST_407,45.5767,65.44552
TEST_408,57.35039,69.44072
TEST_409,31.907084,53.609352
TEST_410,74.25484,84.05276
TEST_411,20.802404,39.524124
TEST_412,65.03887,79.61835
TEST_413,34.37884,56.863647
TEST_414,64.069016,84.53212
TEST_415,22.576532,38.264015
TEST_416,67.12543,82.23723
TEST_417,33.61293,60.93224
TEST_418,64.157295,80.07092
TEST_419,37.57551,64.71074
TEST_420,19.05382,37.91676
TEST_421,46.398155,68.46277
TEST_422,35.27048,51.450043
TEST_423,37.90432,55.517494
TEST_424,42.63324,59.955772
TEST_425,45.582222,63.87899
TEST_426,54.2039,75.79488
TEST_427,25.885021,38.997826
TEST_428,51.998383,70.65932
TEST_429,43.260715,56.59755
TEST_430,76.366325,91.604
TEST_431,50.246254,65.246254
TEST_432,44.152096,54.806038
TEST_433,73.78799,85.11517
TEST_434,14.188274,27.299757
TEST_435,73.191986,82.586525
TEST_436,26.341558,51.894356
TEST_437,59.40675,79.09162
TEST_438,45.62478,70.32777
TEST_439,26.539373,36.254593
TEST_440,55.41368,77.18151
TEST_441,37.56721,61.19072
TEST_442,38.51468,53.545918
TEST_443,27.284813,40.937622
TEST_444,45.405113,69.76054
TEST_445,40.257164,61.079712
TEST_446,23.712467,39.39776
TEST_447,56.49207,78.709755
TEST_448,14.807954,31.38235
TEST_449,19.333889,35.513176
TEST_450,48.021088,69.49056
TEST_451,18.961504,35.110462
TEST_452,21.471401,33.330032
TEST_453,60.28117,80.311325
TEST_454,45.294502,65.44091
TEST_455,49.74042,69.94187
TEST_456,20.337934,36.09968
TEST_457,19.074896,34.054176
TEST_458,21.595186,31.208366
TEST_459,20.336094,42.09292
TEST_460,26.27211,33.554054
TEST_461,70.64461,81.74053
TEST_462,27.376795,34.80429
TEST_463,15.891726,33.796772
TEST_464,59.848595,73.29781
TEST_465,32.985203,54.57981
TEST_466,25.109652,28.53927
TEST_467,53.655262,71.38574
TEST_468,76.59077,87.019424
TEST_469,32.3231,52.271114
TEST_470,69.35105,84.86373
TEST_471,47.078926,56.710125
TEST_472,17.618986,30.594276
TEST_473,22.201452,42.119366
TEST_474,54.78119,69.2984
TEST_475,58.3122,71.90993
TEST_476,36.486,58.991627
TEST_477,16.376993,24.63243
TEST_478,9.354046,25.276827
TEST_479,61.246628,77.60761
TEST_480,33.54226,50.083607
TEST_481,65.581795,83.80749
TEST_482,30.383234,58.396717
